j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
1463.0;628.3;-8.6;186.7;1.0;1.0;1.0;1.0;59169.899;628.3;363.745;305.94;3876.449;50.85;167.45;220.0;220.0;30;298.991;45.453;98.291;110.0;110.0;305.94;1230.809;1322.82;1322.82;0;0;0;0
1464.0;638.4;-9.0;181.6;1.0;1.0;1.0;1.0;61743.586;638.4;368.813;305.94;3770.899;50.85;120.57;218.424;218.555;-30;268.991;45.453;105.0;109.144;109.215;305.94;1142.625;1313.761;1314.514;0;0;0;0
1465.0;639.0;-11.3;181.7;1.0;1.0;1.0;1.0;61880.409;639.0;362.934;305.941;3718.489;50.85;131.993;207.489;218.669;-30;238.991;45.453;105.0;103.204;109.277;305.941;1152.444;1250.879;1315.166;0;0;0;0
1466.0;648.8;-12.8;181.3;1.0;1.0;1.0;1.0;62802.298;648.8;368.257;305.94;3774.839;50.85;131.993;219.985;215.972;-30;208.991;45.453;105.0;109.992;107.812;305.94;1152.444;1322.735;1299.66;0;0;0;0
1467.0;650.4;-13.0;178.6;1.0;1.0;1.0;1.0;61979.869;650.4;369.127;305.94;3784.04;50.85;131.992;217.558;220.0;-30;178.991;45.453;105.0;108.673;110.0;305.94;1152.444;1308.777;1322.82;0;0;0;0
1468.0;649.8;-13.7;181.1;1.0;1.0;1.0;1.0;62837.422;649.8;368.8;305.94;3780.589;50.85;131.993;216.957;220.0;-30;148.991;45.453;105.0;108.347;110.0;305.94;1152.444;1305.325;1322.82;0;0;0;0
1469.0;636.8;-14.2;181.3;1.0;1.0;1.0;1.0;61463.016;636.8;367.224;305.941;3755.22;50.85;121.895;214.055;220.0;-30;118.991;45.453;105.0;106.771;110.0;305.941;1143.764;1288.636;1322.82;0;0;0;0
1470.0;639.3;-15.3;181.7;1.0;1.0;1.0;1.0;60250.194;639.3;317.941;0.0;3876.383;0.0;169.3;220.0;220.0;-30;88.991;0.0;97.941;110.0;110.0;0.0;1230.743;1322.82;1322.82;0;0;0;0
1471.0;639.5;-15.5;186.5;1.0;1.0;1.0;1.0;56795.398;639.5;317.904;0.0;3876.376;-0.0;169.5;220.0;220.0;-30;58.991;0.0;97.904;110.0;110.0;0.0;1230.736;1322.82;1322.82;5000;0;0;0
1472.0;633.7;-15.1;211.0;1.0;1.0;1.0;1.0;72098.669;633.7;370.453;305.941;3781.629;50.85;112.85;220.0;220.0;-30;28.991;45.453;105.0;110.0;110.0;305.941;1135.989;1322.82;1322.82;0;0;0;0
1473.0;611.8;-14.3;231.4;1.0;1.0;1.0;1.0;76532.552;611.8;371.683;305.94;3808.593;50.85;124.696;220.0;220.0;3.746;32.737;45.453;106.229;110.0;110.0;305.94;1162.953;1322.82;1322.82;0;0;0;0
1474.0;591.0;-11.9;231.4;1.0;1.0;1.0;1.0;74121.21;591.0;373.763;305.941;3817.662;50.85;103.896;220.0;220.0;3.746;36.484;45.453;108.309;110.0;110.0;305.941;1172.022;1322.82;1322.82;0;0;0;0
1475.0;571.6;-11.3;226.3;1.0;1.0;1.0;1.0;70037.94;571.6;375.416;305.941;3819.068;50.85;83.532;220.0;220.0;2.782;39.266;45.453;109.963;110.0;110.0;305.941;1173.428;1322.82;1322.82;0;0;0;0
1476.0;548.9;-9.2;219.9;1.0;1.0;1.0;1.0;65123.443;548.9;377.835;305.94;3823.525;50.85;59.622;220.0;220.0;1.572;40.838;45.453;112.381;110.0;110.0;305.94;1177.885;1322.82;1322.82;0;0;0;0
1477.0;552.0;-8.3;211.0;1.0;1.0;1.0;1.0;59788.6;552.0;370.453;305.94;3862.833;50.85;121.15;220.0;220.0;60;100.838;45.453;105.0;110.0;110.0;305.94;1217.194;1322.819;1322.82;0;0;0;0
1478.0;539.1;-7.3;211.0;1.0;1.0;1.0;1.0;59882.918;539.1;370.453;305.94;3777.674;50.85;108.25;220.0;220.0;60;160.838;45.453;105.0;110.0;110.0;305.94;1132.034;1322.82;1322.82;0;0;0;0
1479.0;513.8;-7.0;210.9;1.0;1.0;1.0;1.0;56886.292;513.8;373.295;305.941;3790.651;50.85;82.95;220.0;220.0;60;220.838;45.453;107.842;110.0;110.0;305.941;1145.011;1322.82;1322.82;0;0;0;0
1480.0;507.8;-6.8;210.9;1.0;1.0;1.0;1.0;56188.126;507.8;374.114;305.941;3795.022;50.85;76.95;220.0;220.0;60;280.838;45.453;108.661;110.0;110.0;305.941;1149.382;1322.82;1322.82;0;0;0;0
1481.0;533.7;-6.8;215.1;1.0;1.0;1.0;1.0;61665.163;533.7;379.91;305.94;3829.061;50.85;43.515;220.0;220.0;0.665;281.503;45.453;114.457;110.0;110.0;305.94;1183.421;1322.82;1322.82;0;0;0;0
1482.0;580.2;-7.7;231.4;1.0;1.0;1.0;1.0;72882.413;580.2;374.925;305.94;3822.655;50.85;93.096;220.0;220.0;3.746;285.249;45.453;109.472;110.0;110.0;305.94;1177.015;1322.82;1322.82;0;0;0;0
1483.0;594.0;-8.6;267.6;1.0;1.0;1.0;1.0;87830.991;594.0;373.907;305.941;3829.632;50.85;113.74;220.0;220.0;10.59;295.839;45.453;108.453;110.0;110.0;305.941;1183.992;1322.82;1322.82;0;0;0;0
1484.0;610.7;-9.2;254.0;1.0;1.0;1.0;1.0;84745.765;610.7;371.233;305.94;3805.214;50.85;127.869;220.0;220.0;8.019;303.858;45.453;105.78;110.0;110.0;305.94;1159.574;1322.82;1322.82;0;0;0;0
1485.0;635.7;-9.8;231.4;1.0;1.0;1.0;1.0;77195.933;635.7;367.312;305.94;3877.449;50.85;148.596;220.0;220.0;3.746;307.605;45.453;101.859;110.0;110.0;305.94;1231.809;1322.82;1322.82;0;0;0;0
1486.0;655.0;-10.4;211.0;1.0;1.0;1.0;1.0;72764.805;655.0;370.045;305.941;3878.587;50.85;134.15;220.0;220.0;-30;277.605;45.453;104.592;110.0;110.0;305.941;1232.947;1322.82;1322.82;0;0;0;0
1487.0;655.0;-11.2;245.0;1.0;1.0;1.0;1.0;85346.338;655.0;370.045;305.941;3878.587;50.85;134.15;220.0;220.0;-30;247.605;45.453;104.592;110.0;110.0;305.941;1232.947;1322.82;1322.82;0;0;0;0
1488.0;655.0;-12.0;186.5;1.0;1.0;1.0;1.0;63698.7;655.0;370.045;305.941;3878.587;50.85;134.15;220.0;220.0;-30;217.605;45.453;104.592;110.0;110.0;305.941;1232.947;1322.82;1322.82;0;0;0;0
1489.0;655.0;-13.6;184.7;1.0;1.0;1.0;1.0;63032.619;655.0;370.045;305.94;3878.587;50.85;134.15;220.0;220.0;-30;187.605;45.453;104.592;110.0;110.0;305.94;1232.947;1322.82;1322.82;0;0;0;0
1490.0;651.6;-13.9;184.4;1.0;1.0;1.0;1.0;64253.486;651.6;369.778;305.941;3790.939;50.85;131.993;218.757;220.0;-30;157.605;45.453;105.0;109.325;110.0;305.941;1152.444;1315.675;1322.82;0;0;0;0
1491.0;648.9;-15.0;183.2;1.0;1.0;1.0;1.0;63511.903;648.9;368.577;305.94;3777.8;50.85;131.505;217.04;219.506;-30;127.605;45.453;105.0;108.392;109.731;305.94;1152.025;1305.798;1319.978;0;0;0;0
1492.0;640.8;-15.2;183.2;1.0;1.0;1.0;1.0;62601.471;640.8;369.134;305.941;3775.856;50.85;122.378;217.572;220.0;-30;97.605;45.453;105.0;108.681;110.0;305.941;1144.179;1308.857;1322.82;0;0;0;0
1493.0;643.7;-15.0;184.5;1.0;1.0;1.0;1.0;63403.81;643.7;370.107;305.941;3787.108;50.85;123.487;219.431;219.932;-30;67.605;45.453;105.0;109.691;109.963;305.941;1145.133;1319.549;1322.427;0;0;0;0
1494.0;592.3;-16.0;184.7;1.0;1.0;1.0;1.0;53966.773;592.3;364.88;305.941;3876.704;50.85;161.45;220.0;220.0;60;127.605;45.453;99.427;110.0;110.0;305.941;1231.064;1322.82;1322.82;0;0;0;0
1495.0;583.6;-16.0;224.7;1.0;1.0;1.0;1.0;67790.956;583.6;366.526;305.94;3877.179;50.85;152.75;220.0;220.0;60;187.605;45.453;101.073;110.0;110.0;305.94;1231.539;1322.82;1322.82;0;0;0;0
1496.0;612.0;-14.1;240.5;1.0;1.0;1.0;1.0;79946.353;612.0;372.09;305.94;3813.042;50.85;123.34;220.0;220.0;2.19;189.795;45.453;106.637;110.0;110.0;305.94;1167.402;1322.82;1322.82;0;0;0;0
1497.0;549.8;-11.5;248.6;1.0;1.0;1.0;1.0;75904.717;549.8;380.093;305.941;3859.149;50.85;62.561;220.0;220.0;3.611;193.405;45.453;114.64;110.0;110.0;305.941;1213.509;1322.82;1322.82;0;0;0;0
1498.0;455.5;-8.5;248.6;1.0;1.0;1.0;1.0;64594.647;455.5;368.212;305.94;3671.53;50.85;0.0;188.261;220.0;3.611;197.016;45.453;120.0;92.759;110.0;305.94;1208.39;1140.32;1322.82;0;0;0;0
1499.0;477.0;-6.1;248.6;1.0;1.0;1.0;1.0;68543.326;477.0;379.89;305.94;3755.637;50.85;0.002;209.76;219.999;3.611;200.627;45.453;120.0;104.438;109.999;305.94;1168.883;1263.94;1322.814;0;0;0;0
1500.0;481.2;-4.7;248.6;1.0;1.0;1.0;1.0;68332.506;481.2;382.173;305.94;3819.305;50.85;0.0;213.961;220.0;3.611;204.238;45.453;120.0;106.719;110.0;305.94;1208.39;1288.095;1322.82;0;0;0;0
1501.0;484.6;-3.3;248.6;1.0;1.0;1.0;1.0;69648.748;484.6;384.019;305.94;3799.341;50.85;0.001;217.36;220.0;3.611;207.849;45.453;120.0;108.566;110.0;305.94;1168.882;1307.639;1322.82;0;0;0;0
1502.0;431.4;-2.0;248.6;1.0;1.0;1.0;1.0;61089.495;431.4;355.121;305.94;3532.955;50.85;0.0;164.161;220.0;3.611;211.46;45.453;120.0;79.668;110.0;305.94;1208.39;1001.745;1322.82;0;0;0;0
1503.0;429.4;-1.7;248.6;1.0;1.0;1.0;1.0;60798.612;429.4;354.034;305.941;3521.455;50.85;-0.0;162.161;220.0;3.611;215.07;45.453;120.0;78.581;110.0;305.941;1208.39;990.245;1322.82;0;0;0;0
1504.0;427.5;-1.5;248.6;1.0;1.0;1.0;1.0;60522.272;427.5;353.002;305.941;3510.53;50.85;-0.0;160.261;220.0;3.611;218.681;45.453;120.0;77.549;110.0;305.941;1208.39;979.32;1322.82;0;0;0;0
1505.0;451.8;-1.7;248.6;1.0;1.0;1.0;1.0;64056.512;451.8;366.202;305.94;3650.255;50.85;0.0;184.561;220.0;3.611;222.292;45.453;120.0;90.749;110.0;305.94;1208.39;1119.045;1322.82;0;0;0;0
1506.0;461.8;-3.1;248.6;1.0;1.0;1.0;1.0;65510.932;461.8;371.634;305.94;3707.755;50.85;0.0;194.561;220.0;3.611;225.903;45.453;120.0;96.181;110.0;305.94;1208.39;1176.545;1322.82;0;0;0;0
1507.0;475.6;-4.5;267.6;1.0;1.0;1.0;1.0;74807.386;475.6;380.941;305.94;3806.27;50.85;0.0;211.694;220.0;6.944;232.847;45.453;120.0;105.488;110.0;305.94;1208.39;1275.06;1322.82;0;0;0;0
1508.0;567.5;-5.3;255.7;1.0;1.0;1.0;1.0;80457.569;567.5;378.479;305.94;3860.789;50.85;81.506;220.0;220.0;4.856;237.703;45.453;113.026;110.0;110.0;305.94;1215.149;1322.82;1322.82;0;0;0;0
1509.0;616.5;-6.3;248.6;1.0;1.0;1.0;1.0;83479.687;616.5;370.97;305.94;3802.807;50.85;129.261;220.0;220.0;3.611;241.314;45.453;105.517;110.0;110.0;305.94;1157.167;1322.82;1322.82;0;0;0;0
1510.0;618.6;-7.2;211.0;1.0;1.0;1.0;1.0;67125.932;618.6;365.58;305.94;3876.892;50.85;157.75;220.0;220.0;30;271.314;45.453;100.127;110.0;110.0;305.94;1231.252;1322.82;1322.82;0;0;0;0
1511.0;601.5;-7.9;247.0;1.0;1.0;1.0;1.0;81100.92;601.5;373.861;305.94;3829.217;50.85;113.98;220.0;220.0;3.33;274.644;45.453;108.408;110.0;110.0;305.94;1183.577;1322.82;1322.82;0;0;0;0
1512.0;589.3;-8.7;186.6;1.0;1.0;1.0;1.0;54372.84;589.3;365.448;305.94;3876.854;50.85;158.45;220.0;220.0;60;334.644;45.453;99.994;110.0;110.0;305.94;1231.214;1322.82;1322.82;0;0;0;0
1513.0;574.7;-8.0;186.4;1.0;1.0;1.0;1.0;55971.885;574.7;359.063;305.94;3647.994;50.85;97.656;202.767;216.264;-7.163;327.481;45.453;105.0;100.639;107.97;305.94;1122.927;1223.731;1301.336;0;0;0;0
1514.0;574.7;-9.7;184.5;1.0;1.0;1.0;1.0;55295.296;574.7;359.191;305.941;3648.865;50.85;97.085;203.941;215.326;-7.498;319.983;45.453;105.0;101.277;107.461;305.941;1122.436;1230.481;1295.947;0;0;0;0
1515.0;574.5;-10.0;183.2;1.0;1.0;1.0;1.0;51699.566;574.5;368.248;305.94;3877.804;50.85;143.65;220.0;220.0;60;379.983;45.453;102.794;110.0;110.0;305.94;1232.164;1322.82;1322.82;0;0;0;0
1516.0;570.5;-10.0;184.4;1.0;1.0;1.0;1.0;54796.257;570.5;356.577;305.94;3621.703;50.85;97.68;200.354;214.101;-7.516;372.468;45.453;105.0;99.328;106.795;305.94;1122.948;1209.857;1288.899;0;0;0;0
1517.0;562.3;-9.9;184.5;1.0;1.0;1.0;1.0;53917.734;562.3;354.576;305.94;3596.656;50.85;93.181;199.094;211.678;-7.498;364.97;45.453;105.0;98.644;105.479;305.94;1119.08;1202.61;1274.966;0;0;0;0
1518.0;563.3;-10.6;186.4;1.0;1.0;1.0;1.0;54623.324;563.3;354.481;302.997;3605.052;50.385;93.58;199.256;212.916;-7.163;357.806;44.598;105.0;98.732;106.152;302.997;1119.423;1203.542;1282.087;0;0;0;0
1519.0;555.5;-9.5;217.1;1.0;1.0;1.0;1.0;64886.172;555.5;377.01;305.94;3816.711;50.85;62.895;220.0;220.0;-1.755;356.051;45.453;111.557;110.0;110.0;305.94;1171.071;1322.82;1322.82;0;0;0;0
1520.0;534.4;-8.4;235.3;1.0;1.0;1.0;1.0;69310.302;534.4;381.516;305.94;3852.99;50.85;45.001;220.0;220.0;1.451;357.503;45.453;116.062;110.0;110.0;305.94;1207.35;1322.82;1322.82;0;0;0;0
1521.0;446.5;-6.4;248.6;1.0;1.0;1.0;1.0;63288.499;446.5;363.423;305.941;3620.834;50.85;-0.0;179.444;220.0;3.794;361.297;45.453;120.0;87.97;110.0;305.941;1208.39;1089.624;1322.82;0;0;0;0
1522.0;442.7;-3.9;248.6;1.0;1.0;1.0;1.0;62735.82;442.7;361.359;305.941;3598.984;50.85;-0.0;175.644;220.0;3.794;365.091;45.453;120.0;85.905;110.0;305.941;1208.39;1067.774;1322.82;0;0;0;0
1523.0;378.1;-1.5;248.6;1.0;1.0;1.0;1.0;53340.268;378.1;326.267;305.94;3227.534;50.85;0.0;139.0;192.044;3.794;368.885;45.453;120.0;66.0;94.814;305.94;1208.39;857.07;1162.074;0;0;0;0
1524.0;349.0;0.3;248.6;1.0;1.0;1.0;1.0;49107.907;349.0;310.46;305.941;3060.209;50.85;-0.0;139.0;162.944;3.794;372.679;45.453;120.0;66.0;79.007;305.941;1208.39;857.07;994.749;0;0;0;0
1525.0;301.7;2.1;248.6;1.0;1.0;1.0;1.0;41504.139;301.7;266.935;0.0;3080.621;-0.0;-0.0;139.0;166.494;3.794;376.473;0.0;120.0;66.0;80.935;0.0;1208.39;857.07;1015.161;0;0;0;0
1526.0;274.9;3.8;248.6;1.0;1.0;1.0;1.0;32606.294;274.9;252.377;0.0;2926.521;0.0;-0.0;139.0;139.694;3.794;380.267;0.0;120.0;66.0;66.377;0.0;1208.39;857.07;861.061;5000;0;0;0
1527.0;326.0;4.4;248.6;1.0;1.0;1.0;1.0;45762.741;326.0;297.966;305.941;2927.959;50.85;-0.0;139.0;139.944;3.794;384.061;45.453;120.0;66.0;66.513;305.941;1208.39;857.07;862.499;0;0;0;0
1528.0;357.9;4.6;248.6;1.0;1.0;1.0;1.0;50402.34;357.9;315.295;305.941;3111.384;50.85;-0.0;139.0;171.844;3.794;387.855;45.453;120.0;66.0;83.841;305.941;1208.39;857.07;1045.924;0;0;0;0
1529.0;386.3;4.4;235.3;1.0;1.0;1.0;1.0;50115.041;386.3;329.449;305.94;3261.212;50.85;0.0;139.0;197.901;1.451;389.307;45.453;120.0;66.0;97.996;305.94;1208.39;857.07;1195.752;0;0;0;0
1530.0;408.1;3.0;248.6;1.0;1.0;1.0;1.0;57703.527;408.1;342.564;305.94;3400.034;50.85;0.0;141.044;220.0;3.794;393.101;45.453;120.0;67.11;110.0;305.94;1208.39;868.824;1322.82;0;0;0;0
1531.0;429.5;1.4;267.6;1.0;1.0;1.0;1.0;67631.795;429.5;356.007;305.941;3542.329;50.85;-0.0;165.791;220.0;7.141;400.242;45.453;120.0;80.553;110.0;305.941;1208.39;1011.119;1322.82;0;0;0;0
1532.0;411.7;0.6;254.0;1.0;1.0;1.0;1.0;60105.002;411.7;345.036;305.941;3426.203;50.85;-0.0;145.595;220.0;4.745;404.987;45.453;120.0;69.583;110.0;305.941;1208.39;894.993;1322.82;0;0;0;0
1533.0;437.7;-0.1;248.6;1.0;1.0;1.0;1.0;62008.61;437.7;358.643;305.94;3570.234;50.85;0.0;170.644;220.0;3.794;408.781;45.453;120.0;83.189;110.0;305.94;1208.39;1039.024;1322.82;0;0;0;0
1534.0;450.8;-0.6;211.1;1.0;1.0;1.0;1.0;51052.269;450.8;362.17;305.94;3568.059;50.85;0.001;177.295;219.842;-2.812;405.969;45.453;120.0;86.802;109.914;305.94;1168.882;1077.268;1321.909;0;0;0;0
1535.0;439.4;-0.9;247.0;1.0;1.0;1.0;1.0;61676.448;439.4;359.413;305.94;3578.388;50.85;0.0;172.062;220.0;3.512;409.482;45.453;120.0;83.96;110.0;305.94;1208.39;1047.178;1322.82;0;0;0;0
1536.0;425.3;-1.2;186.7;1.0;1.0;1.0;1.0;39442.146;425.3;345.983;305.94;3396.719;50.85;0.001;147.339;220.0;-7.11;402.371;45.453;120.0;70.53;110.0;305.94;1168.882;905.017;1322.82;0;0;0;0
1537.0;482.0;0.2;184.7;1.0;1.0;1.0;1.0;45118.766;482.0;290.778;305.941;2954.706;50.85;131.993;139.0;154.326;-5.832;396.539;45.453;105.0;66.0;74.325;305.941;1152.444;857.07;945.192;0;0;0;0
1538.0;460.9;0.0;183.5;1.0;1.0;1.0;1.0;42340.874;460.9;308.665;305.941;3097.406;50.85;77.743;139.0;187.253;-6.054;390.485;45.453;105.0;66.0;92.212;305.941;1105.81;857.07;1134.526;0;0;0;0
1539.0;456.3;-0.3;183.5;1.0;1.0;1.0;1.0;41822.638;456.3;309.326;305.941;3099.404;50.85;71.926;139.0;188.471;-6.054;384.432;45.453;105.0;66.0;92.873;305.941;1100.809;857.07;1141.525;0;0;0;0
1540.0;457.9;0.0;183.5;1.0;1.0;1.0;1.0;41990.575;457.9;312.375;305.94;3128.229;50.85;67.913;151.089;181.995;-6.054;378.378;45.453;105.0;72.567;89.355;305.94;1097.359;926.579;1104.29;0;0;0;0
1541.0;465.8;-0.1;183.5;1.0;1.0;1.0;1.0;42965.776;465.8;288.565;305.941;2920.662;50.85;119.645;139.0;150.25;-6.054;372.324;45.453;105.0;66.0;72.111;305.941;1141.83;857.072;921.76;0;0;0;0
1542.0;460.5;-0.3;183.5;1.0;1.0;1.0;1.0;42320.497;460.5;302.151;305.941;3038.422;50.85;89.334;139.0;175.262;-6.054;366.27;45.453;105.0;66.0;85.698;305.941;1115.773;857.07;1065.579;0;0;0;0
1543.0;450.2;0.0;183.5;1.0;1.0;1.0;1.0;41150.235;450.2;306.258;305.941;3066.538;50.85;71.474;144.317;177.505;-6.054;360.216;45.453;105.0;68.888;86.917;305.941;1100.421;887.642;1078.476;0;0;0;0
1544.0;448.4;0.0;186.7;1.0;1.0;1.0;1.0;41925.786;448.4;292.027;305.941;2937.379;50.85;96.464;139.0;156.624;-5.462;354.754;45.453;105.0;66.0;75.573;305.941;1121.903;857.07;958.406;0;0;0;0
1545.0;420.3;0.1;247.0;1.0;1.0;1.0;1.0;58946.888;420.3;350.222;305.94;3481.103;50.85;0.0;155.143;220.0;5.693;360.447;45.453;120.0;74.769;110.0;305.94;1208.39;949.893;1322.82;0;0;0;0
1546.0;352.2;0.4;250.8;1.0;1.0;1.0;1.0;50303.447;352.2;313.612;305.941;3093.57;50.85;-0.0;139.0;168.746;6.396;366.843;45.453;120.0;66.0;82.158;305.941;1208.39;857.07;1028.11;0;0;0;0
